account_id,city,state,region
283385459859,BUSAN,BUSAN,gyeongnam
456437540505,DAEJEON,DAEJEON,chungnam
675547640734,창원시성산구,경상남도,gyeongnam
78562734452,GWANGSANGU,GWANGJU,jeonnam
267960509315,BUSAN,BUSAN,gyeongnam
3025124132,JEONJUSI,JEOLLABUKDO,jeonbuk
140201017311,HAEUNDAEGU,BUSAN,gyeongnam
256794253847,GYEONGSANGNAMDO,CHANGWONSI,gyeongnam
569922200593,진주시,충무공동,gyeongnam
251515738194,DAEGU,DAEGU,gyeongbuk
816818138135,김해시,경상남도,gyeongnam
324845063627,대구,남구,jeonnam
172795051914,CHEONGJUSI,CHUNGCHEONGBUKDO,chungbuk
823243378996,BUSANJINGU,BUSAN,gyeongnam
319697942877,DAEJEON,SOUTHKOREA,chungnam
848251562373,DALSEOGU,DAEGU,gyeongbuk
435892706352,논산시,강변로,chungnam
216694878238,DAEJEON,DAEJEON,chungnam
964455176290,유성구,관평동,chungnam
